class,method,ATFD,ATLD,Error
Optional[com.zaxxer.hikari.pool.ProxyConnection],untrackStatement,remove com.zaxxer.hikari.util.FastList | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],markCommitStateDirty,,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],cancelLeakTask,cancel com.zaxxer.hikari.pool.ProxyLeakTask | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],trackStatement,add com.zaxxer.hikari.util.FastList | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],closeStatements,size com.zaxxer.hikari.util.FastList | warn org.slf4j.Logger | getPoolName com.zaxxer.hikari.pool.PoolEntry | cancel com.zaxxer.hikari.pool.ProxyLeakTask | evict com.zaxxer.hikari.pool.PoolEntry | get com.zaxxer.hikari.util.FastList | clear com.zaxxer.hikari.util.FastList | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],close,cancel com.zaxxer.hikari.pool.ProxyLeakTask | isMarkedEvicted com.zaxxer.hikari.pool.PoolEntry | recycle com.zaxxer.hikari.pool.PoolEntry | rollback java.sql.Connection | debug org.slf4j.Logger | getPoolName com.zaxxer.hikari.pool.PoolEntry | resetConnectionState com.zaxxer.hikari.pool.PoolEntry | clearWarnings java.sql.Connection | ,closeStatements com.zaxxer.hikari.pool.ProxyConnection | checkException com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],isClosed,,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],createStatement,getProxyStatement com.zaxxer.hikari.pool.ProxyFactory | createStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],createStatement,getProxyStatement com.zaxxer.hikari.pool.ProxyFactory | createStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],createStatement,getProxyStatement com.zaxxer.hikari.pool.ProxyFactory | createStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareCall,getProxyCallableStatement com.zaxxer.hikari.pool.ProxyFactory | prepareCall java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareCall,getProxyCallableStatement com.zaxxer.hikari.pool.ProxyFactory | prepareCall java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareCall,getProxyCallableStatement com.zaxxer.hikari.pool.ProxyFactory | prepareCall java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareStatement,getProxyPreparedStatement com.zaxxer.hikari.pool.ProxyFactory | prepareStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareStatement,getProxyPreparedStatement com.zaxxer.hikari.pool.ProxyFactory | prepareStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareStatement,getProxyPreparedStatement com.zaxxer.hikari.pool.ProxyFactory | prepareStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareStatement,getProxyPreparedStatement com.zaxxer.hikari.pool.ProxyFactory | prepareStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareStatement,getProxyPreparedStatement com.zaxxer.hikari.pool.ProxyFactory | prepareStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],prepareStatement,getProxyPreparedStatement com.zaxxer.hikari.pool.ProxyFactory | prepareStatement java.sql.Connection | ,trackStatement com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],getMetaData,getProxyDatabaseMetaData com.zaxxer.hikari.pool.ProxyFactory | getMetaData java.sql.Connection | ,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | ,
Optional[com.zaxxer.hikari.pool.ProxyConnection],commit,commit java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],rollback,rollback java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],rollback,rollback java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],getAutoCommit,getAutoCommit java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],setAutoCommit,setAutoCommit java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],isReadOnly,isReadOnly java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],setReadOnly,setReadOnly java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],getTransactionIsolation,getTransactionIsolation java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],setTransactionIsolation,setTransactionIsolation java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],getCatalog,getCatalog java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],setCatalog,setCatalog java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],getNetworkTimeout,getNetworkTimeout java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],setNetworkTimeout,setNetworkTimeout java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],getSchema,getSchema java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],setSchema,setSchema java.sql.Connection | getSchema java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],isWrapperFor,isInstance java.lang.Class | isWrapperFor java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection],unwrap,isInstance java.lang.Class | unwrap java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.pool.ProxyConnection.ClosedConnection],getClosedConnection,getName java.lang.reflect.Method | getCanonicalName java.lang.Class | newProxyInstance java.lang.reflect.Proxy | getClassLoader java.lang.Class | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodahaleHealthChecker.ConnectivityHealthCheck],check,unhealthy com.codahale.metrics.health.HealthCheck.Result | getConnection com.zaxxer.hikari.pool.HikariPool | healthy com.codahale.metrics.health.HealthCheck.Result | ,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getConnectionTimeout,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setConnectionTimeout,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getValidationTimeout,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setValidationTimeout,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getIdleTimeout,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setIdleTimeout,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getLeakDetectionThreshold,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setLeakDetectionThreshold,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getMaxLifetime,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setMaxLifetime,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getMinimumIdle,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setMinimumIdle,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getMaximumPoolSize,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setMaximumPoolSize,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setPassword,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setUsername,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setCredentials,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getPoolName,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],getCatalog,,,
Optional[com.zaxxer.hikari.HikariConfigMXBean],setCatalog,,,
Optional[com.zaxxer.hikari.pool.HikariPool],getConnection,,getConnection com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],getConnection,acquire com.zaxxer.hikari.util.SuspendResumeLock | currentTime com.zaxxer.hikari.util.ClockSource | interrupt java.lang.Thread | currentThread java.lang.Thread | release com.zaxxer.hikari.util.SuspendResumeLock | borrow com.zaxxer.hikari.util.ConcurrentBag | currentTime com.zaxxer.hikari.util.ClockSource | isMarkedEvicted com.zaxxer.hikari.pool.PoolEntry | elapsedMillis com.zaxxer.hikari.util.ClockSource | isConnectionDead com.zaxxer.hikari.pool.PoolBase | recordBorrowStats com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate | warn org.slf4j.Logger | getMessage java.lang.Throwable | beginRequest java.sql.Connection | createProxyConnection com.zaxxer.hikari.pool.PoolEntry | schedule com.zaxxer.hikari.pool.ProxyLeakTaskFactory | isMarkedEvicted com.zaxxer.hikari.pool.PoolEntry | elapsedMillis com.zaxxer.hikari.util.ClockSource | recordBorrowTimeoutStats com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate | ,closeConnection com.zaxxer.hikari.pool.HikariPool | createTimeoutException com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],shutdown,handleMBeans com.zaxxer.hikari.pool.PoolBase | close com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate | cancel java.util.concurrent.Future | shutdown java.util.concurrent.ThreadPoolExecutor | awaitTermination java.util.concurrent.ThreadPoolExecutor | getLoginTimeout com.zaxxer.hikari.pool.PoolBase | warn org.slf4j.Logger | close com.zaxxer.hikari.util.ConcurrentBag | createThreadPoolExecutor com.zaxxer.hikari.util.UtilityElf | getMaximumPoolSize com.zaxxer.hikari.HikariConfig | getThreadFactory com.zaxxer.hikari.HikariConfig | shutdown java.util.concurrent.ThreadPoolExecutor | awaitTermination java.util.concurrent.ThreadPoolExecutor | warn org.slf4j.Logger | currentTime com.zaxxer.hikari.util.ClockSource | elapsedMillis com.zaxxer.hikari.util.ClockSource | toMillis java.util.concurrent.TimeUnit | shutdownNetworkTimeoutExecutor com.zaxxer.hikari.pool.PoolBase | shutdown java.util.concurrent.ThreadPoolExecutor | awaitTermination java.util.concurrent.ThreadPoolExecutor | warn org.slf4j.Logger | ,logPoolState com.zaxxer.hikari.pool.HikariPool | logPoolState com.zaxxer.hikari.pool.HikariPool | softEvictConnections com.zaxxer.hikari.pool.HikariPool | destroyHouseKeepingExecutorService com.zaxxer.hikari.pool.HikariPool | abortActiveConnections com.zaxxer.hikari.pool.HikariPool | softEvictConnections com.zaxxer.hikari.pool.HikariPool | getTotalConnections com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],evictConnection,cancelLeakTask com.zaxxer.hikari.pool.ProxyConnection | getPoolEntry com.zaxxer.hikari.pool.ProxyConnection | isClosed java.sql.Connection | ,softEvictConnection com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],setMetricRegistry,safeIsAssignableFrom com.zaxxer.hikari.util.UtilityElf | safeIsAssignableFrom com.zaxxer.hikari.util.UtilityElf | safeIsAssignableFrom com.zaxxer.hikari.util.UtilityElf | createInstance com.zaxxer.hikari.util.UtilityElf | createInstance com.zaxxer.hikari.util.UtilityElf | createInstance com.zaxxer.hikari.util.UtilityElf | ,setMetricsTrackerFactory com.zaxxer.hikari.pool.HikariPool | setMetricsTrackerFactory com.zaxxer.hikari.pool.HikariPool | setMetricsTrackerFactory com.zaxxer.hikari.pool.HikariPool | setMetricsTrackerFactory com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],setMetricsTrackerFactory,create com.zaxxer.hikari.metrics.MetricsTrackerFactory | getPoolName com.zaxxer.hikari.HikariConfig | ,getPoolStats com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],setHealthCheckRegistry,loadClass java.lang.ClassLoader | getClassLoader java.lang.Class | loadClass java.lang.ClassLoader | getClassLoader java.lang.Class | invoke java.lang.reflect.Method | getMethod java.lang.Class | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],addBagItem,size java.util.Collection | getQueue java.util.concurrent.ThreadPoolExecutor | submit java.util.concurrent.AbstractExecutorService | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],getActiveConnections,getCount com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],getIdleConnections,getCount com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],getTotalConnections,size com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],getThreadsAwaitingConnection,getWaitingThreadCount com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],softEvictConnections,forEach java.lang.Iterable | values com.zaxxer.hikari.util.ConcurrentBag | ,softEvictConnection com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],suspendPool,suspend com.zaxxer.hikari.util.SuspendResumeLock | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],resumePool,resume com.zaxxer.hikari.util.SuspendResumeLock | ,fillPool com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],logPoolState,isDebugEnabled org.slf4j.Logger | debug org.slf4j.Logger | getMaximumPoolSize com.zaxxer.hikari.HikariConfig | getMinimumIdle com.zaxxer.hikari.HikariConfig | ,getTotalConnections com.zaxxer.hikari.pool.HikariPool | getIdleConnections com.zaxxer.hikari.pool.HikariPool | getActiveConnections com.zaxxer.hikari.pool.HikariPool | getThreadsAwaitingConnection com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],recycle,recordConnectionUsage com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate | isMarkedEvicted com.zaxxer.hikari.pool.PoolEntry | warn org.slf4j.Logger | getMessage java.lang.Throwable | endRequest java.sql.Connection | requite com.zaxxer.hikari.util.ConcurrentBag | ,closeConnection com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],closeConnection,remove com.zaxxer.hikari.util.ConcurrentBag | close com.zaxxer.hikari.pool.PoolEntry | execute java.util.concurrent.ThreadPoolExecutor | quietlyCloseConnection com.zaxxer.hikari.pool.PoolBase | ,fillPool com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],getPoolStateCounts,getStateCounts com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],createPoolEntry,debug org.slf4j.Logger | getCause java.lang.Throwable | debug org.slf4j.Logger | newPoolEntry com.zaxxer.hikari.pool.PoolBase | getMaxLifetime com.zaxxer.hikari.HikariConfig | nextLong java.util.concurrent.ThreadLocalRandom | current java.util.concurrent.ThreadLocalRandom | setFutureEol com.zaxxer.hikari.pool.PoolEntry | schedule java.util.concurrent.ScheduledExecutorService | getKeepaliveTime com.zaxxer.hikari.HikariConfig | nextLong java.util.concurrent.ThreadLocalRandom | current java.util.concurrent.ThreadLocalRandom | setKeepalive com.zaxxer.hikari.pool.PoolEntry | scheduleWithFixedDelay java.util.concurrent.ScheduledExecutorService | ,getTotalConnections com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],fillPool,getMaximumPoolSize com.zaxxer.hikari.HikariConfig | getMinimumIdle com.zaxxer.hikari.HikariConfig | debug org.slf4j.Logger | getMinimumIdle com.zaxxer.hikari.HikariConfig | submit java.util.concurrent.AbstractExecutorService | ,getIdleConnections com.zaxxer.hikari.pool.HikariPool | getTotalConnections com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],abortActiveConnections,close com.zaxxer.hikari.pool.PoolEntry | quietlyCloseConnection com.zaxxer.hikari.pool.PoolBase | remove com.zaxxer.hikari.util.ConcurrentBag | abort java.sql.Connection | values com.zaxxer.hikari.util.ConcurrentBag | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],checkFailFast,getInitializationFailTimeout com.zaxxer.hikari.HikariConfig | currentTime com.zaxxer.hikari.util.ClockSource | getMinimumIdle com.zaxxer.hikari.HikariConfig | quietlyCloseConnection com.zaxxer.hikari.pool.PoolBase | close com.zaxxer.hikari.pool.PoolEntry | add com.zaxxer.hikari.util.ConcurrentBag | info org.slf4j.Logger | getLastConnectionFailure com.zaxxer.hikari.pool.PoolBase | getCause java.lang.Throwable | getLastConnectionFailure com.zaxxer.hikari.pool.PoolBase | quietlySleep com.zaxxer.hikari.util.UtilityElf | toMillis java.util.concurrent.TimeUnit | elapsedMillis com.zaxxer.hikari.util.ClockSource | getLastConnectionFailure com.zaxxer.hikari.pool.PoolBase | ,createPoolEntry com.zaxxer.hikari.pool.HikariPool | throwPoolInitializationException com.zaxxer.hikari.pool.HikariPool | throwPoolInitializationException com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],throwPoolInitializationException,,destroyHouseKeepingExecutorService com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],softEvictConnection,markEvicted com.zaxxer.hikari.pool.PoolEntry | reserve com.zaxxer.hikari.util.ConcurrentBag | ,closeConnection com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],initializeHouseKeepingExecutorService,getScheduledExecutor com.zaxxer.hikari.HikariConfig | getScheduledExecutor com.zaxxer.hikari.HikariConfig | orElseGet java.util.Optional | ofNullable java.util.Optional | getThreadFactory com.zaxxer.hikari.HikariConfig | setExecuteExistingDelayedTasksAfterShutdownPolicy java.util.concurrent.ScheduledThreadPoolExecutor | setRemoveOnCancelPolicy java.util.concurrent.ScheduledThreadPoolExecutor | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],destroyHouseKeepingExecutorService,getScheduledExecutor com.zaxxer.hikari.HikariConfig | shutdownNow java.util.concurrent.ExecutorService | ,,
Optional[com.zaxxer.hikari.pool.HikariPool],getPoolStats,getMaximumPoolSize com.zaxxer.hikari.HikariConfig | getMinimumIdle com.zaxxer.hikari.HikariConfig | toMillis java.util.concurrent.TimeUnit | ,getThreadsAwaitingConnection com.zaxxer.hikari.pool.HikariPool | getIdleConnections com.zaxxer.hikari.pool.HikariPool | getTotalConnections com.zaxxer.hikari.pool.HikariPool | getActiveConnections com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.pool.HikariPool],createTimeoutException,recordConnectionTimeout com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate | getLastConnectionFailure com.zaxxer.hikari.pool.PoolBase | getSQLState java.sql.SQLException | getErrorCode java.sql.SQLException | elapsedMillis com.zaxxer.hikari.util.ClockSource | setNextException java.sql.SQLException | ,logPoolState com.zaxxer.hikari.pool.HikariPool | getTotalConnections com.zaxxer.hikari.pool.HikariPool | getActiveConnections com.zaxxer.hikari.pool.HikariPool | getIdleConnections com.zaxxer.hikari.pool.HikariPool | getThreadsAwaitingConnection com.zaxxer.hikari.pool.HikariPool | ,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],close,remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | remove com.codahale.metrics.MetricRegistry | name com.codahale.metrics.MetricRegistry | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],recordConnectionAcquiredNanos,update com.codahale.metrics.Timer | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],recordConnectionUsageMillis,update com.codahale.metrics.Histogram | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],recordConnectionTimeout,mark com.codahale.metrics.Meter | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],recordConnectionCreatedMillis,update com.codahale.metrics.Histogram | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],getConnectionAcquisitionTimer,,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],getConnectionDurationHistogram,,,
Optional[com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker],getConnectionCreationHistogram,,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],borrow,get java.lang.ThreadLocal | remove java.util.List | get java.lang.ref.Reference | compareAndSet com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | size java.util.List | incrementAndGet java.util.concurrent.atomic.AtomicInteger | decrementAndGet java.util.concurrent.atomic.AtomicInteger | compareAndSet com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | addBagItem com.zaxxer.hikari.util.ConcurrentBag.IBagStateListener | addBagItem com.zaxxer.hikari.util.ConcurrentBag.IBagStateListener | toNanos java.util.concurrent.TimeUnit | currentTime com.zaxxer.hikari.util.ClockSource | poll java.util.concurrent.SynchronousQueue | compareAndSet com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | elapsedNanos com.zaxxer.hikari.util.ClockSource | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],requite,setState com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | getState com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | offer java.util.concurrent.SynchronousQueue | yield java.lang.Thread | parkNanos java.util.concurrent.locks.LockSupport | toNanos java.util.concurrent.TimeUnit | get java.util.concurrent.atomic.AtomicInteger | get java.util.concurrent.atomic.AtomicInteger | get java.lang.ThreadLocal | size java.util.List | ,,add IllegalStateException | 
Optional[com.zaxxer.hikari.util.ConcurrentBag],add,info org.slf4j.Logger | add java.util.concurrent.CopyOnWriteArrayList | yield java.lang.Thread | get java.util.concurrent.atomic.AtomicInteger | getState com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | offer java.util.concurrent.SynchronousQueue | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],remove,compareAndSet com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | compareAndSet com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | warn org.slf4j.Logger | remove java.util.concurrent.CopyOnWriteArrayList | warn org.slf4j.Logger | remove java.util.List | get java.lang.ThreadLocal | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],close,,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],values,collect java.util.stream.Stream | toList java.util.stream.Collectors | filter java.util.stream.Stream | stream java.util.Collection | ,,getState UnsupportedOperationException | reverse null | 
Optional[com.zaxxer.hikari.util.ConcurrentBag],values,clone java.util.concurrent.CopyOnWriteArrayList | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],reserve,compareAndSet com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],unreserve,compareAndSet com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | warn org.slf4j.Logger | getState com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | offer java.util.concurrent.SynchronousQueue | yield java.lang.Thread | parkNanos java.util.concurrent.locks.LockSupport | toNanos java.util.concurrent.TimeUnit | get java.util.concurrent.atomic.AtomicInteger | get java.util.concurrent.atomic.AtomicInteger | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],getWaitingThreadCount,get java.util.concurrent.atomic.AtomicInteger | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],getCount,getState com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],getStateCounts,getState com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry | size java.util.concurrent.CopyOnWriteArrayList | get java.util.concurrent.atomic.AtomicInteger | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],size,size java.util.concurrent.CopyOnWriteArrayList | ,,
Optional[com.zaxxer.hikari.util.ConcurrentBag],dumpState,forEach java.util.concurrent.CopyOnWriteArrayList | info org.slf4j.Logger | ,,toString UnsupportedOperationException | 
Optional[com.zaxxer.hikari.util.ConcurrentBag],useWeakThreadLocals,getProperty java.lang.System | getBoolean java.lang.Boolean | getClassLoader java.lang.Class | getClass java.lang.Object | getSystemClassLoader java.lang.ClassLoader | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],checkException,checkException com.zaxxer.hikari.pool.ProxyConnection | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],toString,toString java.lang.Object | getSimpleName java.lang.Class | getClass java.lang.Object | identityHashCode java.lang.System | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],close,untrackStatement com.zaxxer.hikari.pool.ProxyConnection | checkException com.zaxxer.hikari.pool.ProxyConnection | close java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],getConnection,,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],execute,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | execute java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],execute,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | execute java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeQuery,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeQuery java.sql.Statement | getProxyResultSet com.zaxxer.hikari.pool.ProxyFactory | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeBatch,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeBatch java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],execute,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | execute java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],execute,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | execute java.sql.Statement | ,,
